"","rank","id","name","cum_no_ratings","cum_no_ratings_owned","cum_no_ratings_not_owned","cum_no_ratings_prev_owned","cum_no_ratings_comment","cum_no_ratings_no_comment","cum_avg_rating","cum_avg_rating_owned","cum_avg_rating_not_owned","cum_avg_rating_prev_owned","cum_avg_rating_comment","cum_avg_rating_no_comment","month_after_release"
"30",30,199792,"Everdell",34312,22568,11744,1454,3501,30811,8.08904718844719,8.45543124423963,7.38498082510218,7.210097434663,8.03056353613253,8.09569258349291,47
"31",31,164928,"Orléans",25973,15620,10353,1469,2950,23023,8.07004679975359,8.43268675160051,7.52291688109727,7.24646426140231,7.97750490508474,8.0819044459888,92
"32",32,312484,"Lost Ruins of Arnak",23839,15065,8774,729,2400,21439,8.10745125256932,8.49836264520412,7.43625452017324,6.92533303155007,7.80449195416667,8.14136618872149,21
"33",33,96848,"Mage Knight Board Game",30111,18464,11647,3510,4673,25438,8.09315641825246,8.59870926234836,7.2917030213789,7.27044464672365,8.07052025037449,8.09731471735199,128
"34",34,175914,"Food Chain Magnate",16485,8777,7708,912,2228,14257,8.10827307127691,8.77839666856557,7.34521199014011,7.35257065789474,8.05155626122083,8.11713644034509,80
"35",35,3076,"Puerto Rico",66561,40072,26489,5092,10652,55908,7.95276701056174,8.31500499850269,7.40478102948393,7.31239565200314,7.92427888565527,7.92166695821707,242
"36",36,285774,"Marvel Champions: The Card Game",16392,12223,4169,906,1707,14685,8.19015840165935,8.54210835637732,7.15828402014872,7.00146810154525,8.17108709431752,8.19237527068437,34
"37",37,251247,"Barrage",10988,6250,4738,371,1310,9678,8.22304407626502,8.7000419776,7.59382565428451,7.27921805929919,7.98284205343511,8.25555747261831,36
"38",38,102794,"Caverna: The Cave Farmers",30665,17866,12799,2249,3818,26847,7.99022703212131,8.4236677012202,7.38519140479725,7.24895443308137,7.91307831325301,8.00119860468581,104
"39",39,192135,"Too Many Bones",8701,5727,2974,486,1201,7500,8.41256285944144,8.98360782259472,7.3129076798924,7.30659121399177,8.32386178184846,8.42676685866667,64
"40",40,170216,"Blood Rage",39674,23080,16594,2318,4734,34940,7.97652706281192,8.50068641074523,7.247492607569,7.13288495685936,7.96101132868611,7.97862928048082,82
"41",41,31260,"Agricola",67430,41656,25774,5494,11167,56263,7.91378421874536,8.357956277367,7.19591228292077,7.12994641062978,7.87865165935345,7.92075727902884,176
"42",42,256960,"Pax Pamir: Second Edition",8315,5338,2977,280,1173,7142,8.33535309681298,8.86532303109779,7.38507445750756,7.22361546428571,8.37844927536232,8.32827499299916,36
"43",43,247763,"Underwater Cities",14173,8186,5987,779,1534,12639,8.09092769561843,8.52211234791107,7.50137072824453,7.26248182284981,8.07949083441982,8.09231579159744,44
"44",44,276025,"Maracaibo",12033,7285,4748,750,1262,10771,8.14568270755423,8.58038912560055,7.47869950294861,7.28315910666667,8.00748943740095,8.16187432457525,32
"45",45,221107,"Pandemic Legacy: Season 2",14387,8662,5725,2144,1579,12808,8.08804814624314,8.34797782382821,7.69477113886463,7.91738468750001,7.8255585180494,8.12040847751405,56
"46",46,185343,"Anachrony",14380,7912,6468,973,1831,12549,8.10921150347706,8.66249667593529,7.43240379097093,7.3035437307297,8.07964827962861,8.11352501553909,65
"47",47,205059,"Mansions of Madness: Second Edition",30200,19430,10770,2104,3133,27067,8.00529882019868,8.4478151580031,7.20696154596101,6.90776540874525,7.75903242898181,8.03380410721543,70
"48",48,284083,"The Crew: The Quest for Planet Nine",29226,21088,8138,1282,2784,26442,7.92691391363854,8.12485887187026,7.41397912877857,7.22976382215289,7.91725419899425,7.92793095643295,32
"49",49,126163,"Tzolk'in: The Mayan Calendar",34520,19135,15385,2074,4040,30480,7.88506796639629,8.32946107917429,7.33235674033149,7.29848355834137,7.87625648514852,7.88623589238845,116
"50",50,184267,"On Mars",8809,5323,3486,474,1005,7804,8.24016783289817,8.77402901934999,7.42498048479633,7.21379746835443,8.04732790049751,8.26500178113788,29
"51",51,2651,"Power Grid",59973,36358,23615,3811,9219,50754,7.83598572807763,8.19155518070301,7.28854578911709,7.0273782025715,7.86360705065626,7.83096856740355,218
"52",52,324856,"The Crew: Mission Deep Sea",5908,3910,1998,63,593,5315,8.36212238659445,8.60248438618926,7.8917442992993,7.02460317460317,8.39497639123103,8.35845683160866,15
"53",53,216132,"Clans of Caledonia",17612,9330,8282,1280,2006,15606,7.97176995911878,8.42850951125401,7.45723482009176,7.3405703125,7.95831367397807,7.97349963411509,57
"54",54,35677,"Le Havre",28837,16198,12639,2401,4446,24391,7.86521136976801,8.36549611371773,7.22405207848722,7.22405872553103,7.83776792397661,7.87021377065311,164
"55",55,55690,"Kingdom Death: Monster",8431,5472,2959,298,1483,6948,8.57167872138537,9.37722264071637,7.08200777627577,7.34410516778524,8.642983816588,8.55645916810593,81
"56",56,164153,"Star Wars: Imperial Assault",22419,14578,7841,1782,2454,19965,7.99037905660378,8.39796588489505,7.23259296008162,7.28034605499439,7.94321638141809,7.9961760616078,91
"57",57,209010,"Mechs vs. Minions",15651,9613,6038,1359,1857,13794,8.00974796243051,8.44182988037033,7.32183748261014,7.45877679175864,8.07785530425418,8.00057909670871,68
"58",58,521,"Crokinole",14230,7239,6991,314,2602,11628,7.96812796134926,8.62343450891007,7.28957495065083,7.37181528662421,8.24656802459647,7.90582136996904,250
"59",59,244521,"The Quacks of Quedlinburg",33982,23363,10619,1170,3550,30432,7.85146198928845,8.15243286649831,7.18929204821546,6.72212935042735,7.74259967323944,7.8641611619348,50
"60",60,314040,"Pandemic Legacy: Season 0",4600,2932,1668,608,488,4112,8.56819822173913,8.78393024897681,8.18898580935252,8.48824560855263,8.437375,8.5837239348249,23
"61",61,161533,"Lisboa",8465,4876,3589,501,1124,7341,8.1931579220319,8.78069172272354,7.39493702145444,7.31603786427146,8.11128736654804,8.2056933401444,60
"62",62,125153,"The Gallerist",11830,6649,5181,864,1456,10374,8.04620471344041,8.58462050533915,7.35523258444316,7.41710648148148,7.84976236263736,8.07377556969346,80
"63",63,266810,"Paladins of the West Kingdom",12707,8309,4398,672,1264,11443,8.02133508617298,8.39659097364304,7.31237620281946,7.07325397321429,7.86984326740506,8.03806895481954,33
"64",64,295947,"Cascadia",11032,7807,3225,210,1299,9733,8.04951050036258,8.31050509414628,7.4177012620155,6.8056349047619,7.9707118321786,8.06002724442618,12
"65",65,180263,"The 7th Continent",19649,13636,6013,2028,2806,16843,7.9881914071963,8.44369307421532,6.95522604357226,6.70691861932939,7.8281956129722,8.01484629044707,59
"66",66,230802,"Azul",68289,47656,20633,2430,6921,61368,7.78572045087789,8.0170211952325,7.25148557117239,7.07764828395062,7.80179738188123,7.7839073163538,56
"67",67,72125,"Eclipse",27100,12965,14135,2693,4015,23085,7.86458467859779,8.45748536367142,7.32076031482137,7.51256637950241,7.7459297882939,7.88522142906649,128
"68",68,124742,"Android: Netrunner",28185,18082,10103,3866,4444,23740,7.87467667021465,8.35247122718725,7.01953649609027,7.11856322296948,7.91982873537354,7.77929920176916,118
"69",69,191189,"Aeon's End",15354,9631,5723,1208,1849,13505,7.98406943206982,8.43838272972692,7.21952437358029,7.12273723509934,8.00102853975122,7.98174752239912,68
"70",70,25613,"Through the Ages: A Story of Civilization",18529,8058,10471,2754,3306,15223,7.89056933779481,8.4669889525937,7.44698331391462,7.70880400145243,7.80424473684211,7.90931657097813,188
"71",71,28143,"Race for the Galaxy",50225,30384,19841,4393,8544,41681,7.75632473489298,8.22811453626908,7.03383789829142,7.0493418165263,7.86957890917603,7.73310927305007,175
"72",72,201808,"Clank!: A Deck-Building Adventure",34252,20354,13898,2113,3630,30622,7.81362860446106,8.19844333054928,7.25005694416463,7.16268376242309,7.7921012892562,7.8161805002939,70
"73",73,157354,"Five Tribes",36232,22231,14001,2270,4298,31934,7.78111847427688,8.20753894021861,7.10404159560031,7.07868809251101,7.77406251279665,7.78206813678211,94
"74",74,159675,"Fields of Arle",9481,6087,3394,939,1243,8238,8.06215531273072,8.4551197108592,7.35738975839717,7.25439314164004,8.05636122284795,8.06302956057296,92
"75",75,229853,"Teotihuacan: City of Gods",16234,9236,6998,1001,1747,14487,7.90685533017125,8.38532024361195,7.27537462989426,7.04229130869131,7.69294129937035,7.93265141022986,46
"76",76,121921,"Robinson Crusoe: Adventures on the Cursed Island",38424,25554,12870,4280,4741,33683,7.80104673537372,8.19423393323941,7.02035476534577,6.89469423831776,7.72374688040498,7.81192696018763,116
"77",77,200680,"Agricola (Revised Edition)",12901,7555,5346,820,1297,11604,7.9849795814278,8.41282304963601,7.38034856715301,7.20791707317073,8.18263299922899,7.96288750258532,73
"78",78,171623,"The Voyages of Marco Polo",22478,12074,10404,2029,2573,19905,7.82301054764659,8.29762031721054,7.27221870242215,7.28142927550518,7.82060643606685,7.8233213127355,87
"79",79,182874,"Grand Austria Hotel",15607,8858,6749,1145,1999,13608,7.88761039020952,8.34971244976292,7.28110571640243,7.17994410480349,7.84366333166583,7.89406616402116,80
"80",80,68448,"7 Wonders",92901,59349,33552,6229,12535,80366,7.72113782585763,8.02798329003016,7.17836924415832,7.00647014769626,7.65353246350219,7.7316824991912,140
"81",81,110327,"Lords of Waterdeep",50124,30189,19935,3101,6994,43130,7.746580190727,8.15838406340058,7.12295605668422,7.04054627539503,7.66752402201887,7.75940001089729,123
"82",82,62219,"Dominant Species",19164,9707,9457,1580,3332,15832,7.82875203402213,8.45881691665808,7.182031106059,7.25012721518987,7.78485978391357,7.83798958943911,141
"83",83,284378,"Kanban EV",3935,2592,1343,104,389,3546,8.55726276747141,8.91994456790123,7.85728419210722,7.41519230769231,8.48105398457584,8.56562295262268,19
"84",84,264220,"Tainted Grail: The Fall of Avalon",9146,6554,2592,789,1501,7645,8.20930365952329,8.65777645559963,7.07531804783951,6.73616813688213,7.86803558960693,8.27630737083061,32
"85",85,236457,"Architects of the West Kingdom",22452,14023,8429,1394,2406,20046,7.78983771957955,8.16713704414176,7.16213948392455,6.90061692969871,7.70479075228595,7.80004539209817,44
"86",86,93,"El Grande",25231,12522,12709,1851,4579,20652,7.74556420038841,8.13136163552149,7.36544338185538,7.17275202593193,7.87264605809129,7.71738737361998,253
"87",87,122515,"Keyflower",20711,10972,9739,1757,2798,17913,7.76526497320265,8.31505756106453,7.14586623883355,7.19998486624929,7.8978807505361,7.74455046725841,116
"88",88,18602,"Caylus",27842,14458,13384,2582,5245,22597,7.74375389303929,8.28323467837874,7.16098243499701,7.11490796669249,7.70680926596759,7.75232912731779,200
"89",89,37111,"Battlestar Galactica: The Board Game",34482,17268,17214,2811,5788,28694,7.73583943767763,8.39176640491082,7.07785483966538,7.16680056919246,7.64852315134761,7.7534524113055,166
"90",90,255984,"Sleeping Gods",4371,3153,1218,297,668,3703,8.4547664516129,8.80244502378687,7.55474137931035,6.98329966329966,8.23491366766467,8.49442663516068,17
"91",91,73439,"Troyes",20976,11004,9972,1937,3105,17871,7.74083493993135,8.29044343965831,7.13434758223025,7.18271679401135,7.74431504025765,7.7402302892955,140
"92",92,172386,"Mombasa",12012,5994,6018,1091,1355,10657,7.86587426323677,8.37537157991324,7.35840884014623,7.42251685609533,7.79025631734317,7.87548881861687,80
"93",93,40834,"Dominion: Intrigue",31767,20055,11712,2690,3477,28290,7.70309818585325,8.03172822238843,7.14036975495219,7.06224437546468,7.64422652574058,7.71033384376104,157
"94",94,12493,"Twilight Imperium: Third Edition",18782,9002,9780,1968,3654,15128,7.81683404855713,8.47770314707844,7.20853715439673,7.65955538617886,7.6474859578544,7.85773819473823,208
"95",95,170042,"Raiders of the North Sea",19537,11263,8274,1257,2193,17344,7.76214549060757,8.19616657906419,7.17133336596568,7.07708432776452,7.73235503875969,7.76591223766144,79
"96",96,269385,"The Lord of the Rings: Journeys in Middle-Earth",12452,8518,3934,945,1260,11192,7.97759162463861,8.39283201573139,7.078502236909,6.79794634920635,7.63771692857143,8.01585485882774,39
"97",97,146021,"Eldritch Horror",32485,20884,11601,2713,4010,28475,7.77353925196244,8.27306476920131,6.87429859150074,6.85625506819019,7.66367162094763,7.78901139244952,103
"98",98,203993,"Lorenzo il Magnifico",11483,6181,5302,815,1279,10204,7.8792295741531,8.30597024429704,7.38174106374953,7.27669471165644,7.86929288506646,7.88047506860055,68
"99",99,42,"Tigris & Euphrates",26680,14811,11869,2544,5574,21106,7.7025427796102,8.21989652690568,7.05695120903193,6.98168477987421,7.91939576605668,7.64527287785464,253
"100",100,225694,"Decrypto",15994,9814,6180,552,1643,14351,7.78741798424409,8.10383649072753,7.2849372038835,6.93636775362319,7.86138851491175,7.77894933523796,52
